ID,Name,Age,Salary,Join_Date,Department,Education_Level,Work_Experience,Performance_Score,Bonus,Remote_Work,Job_Satisfaction,Customer_Satisfaction
4330,David,30,79101.0,2026-11-08,HR,Bachelor's,16.0,5,3153,1,0.4052884819470557,7
4331,Bob,41,91160.0,2026-11-09,HR,Master's,28.0,2,9019,0,1.0552211581293651,5
4332,Grace,23,65354.0,2026-11-10,IT,High School,7.0,1,4489,1,2.7277543922292775,6
4333,Bob,42,61382.0,2026-11-11,IT,High School,29.0,3,9523,0,5.597495643712669,9
4334,Grace,36,83075.0,2026-11-12,IT,PhD,25.0,4,6161,0,1.4603054597517988,3
4335,Grace,39,77642.0,2026-11-13,Marketing,Bachelor's,27.0,4,1644,0,7.388566454227684,4
4336,Charlie,28,67190.0,2026-11-14,Marketing,PhD,1.0,3,2852,0,0.8400627215086798,9
4337,Eve,18,90871.0,2026-11-15,IT ,High School,25.0,2,8723,0,3.5480108416618643,10
4338,Charlie,40,66816.0,2026-11-16,Finanace,High School,12.0,2,5130,0,3.9921629137668435,2
4339,Charlie,14,70491.0,2026-11-17,HR,High School,11.0,4,4584,0,0.960462570478374,9
4340,Grace,31,70318.0,2026-11-18,IT,Bachelor's,4.0,4,4809,0,0.0820207191656772,5
4341,Charlie,44,55981.0,2026-11-19,Marketing,Master's,12.0,4,$2311,0,1.3635123509004232,3
4342,Alice,36,71163.0,2026-11-20,Marketing,PhD,5.0,4,2894,1,0.1387480483384429,8
4343,David,54,90951.0,2026-11-21,IT ,Master's,24.0,4,7238,1,6.930454198365007,9
4344,Frank,45,76674.0,2026-11-22,HR,PhD,14.0,3,5300,1,9.20653920878457,1
4345,Alice,28,70465.0,2026-11-23,Finance,Bachelor's,29.0,3,8788,0,3.988380380182604,5
4346,Alice,35,67573.0,2026-11-24,HR,Bachelor's,22.0,4,7977,0,3.8913863567011786,9
4347,Eve,34,74963.0,2026-11-25,Finance,Bachelor's,21.0,3,7173,0,0.8268363031779113,2
4348,Eve,19,81246.0,2026-11-26,HR,High School,20.0,1,7409,0,0.23040203003378046,1
4349,Alice,25,79138.0,2026-11-27,IT,PhD,21.0,5,3070,0,4.86005055575373,8
4350,David,29,65022.0,2026-11-28,Finance,Master's,29.0,4,3656,0,2.457232988093023,6
4351,Charlie,14,,2026-11-29,IT ,PhD,10.0,3,€5134,0,3.433599884371305,2
4352,Frank,35,77199.0,2026-11-30,Finance,High School,3.0,4,5268,0,4.537492660185938,3
4353,Eve,32,54892.0,2026-12-01,Finance,PhD,0.0,5,7010,0,1.580023005954893,5
4354,Eve,18,72523.0,2026-12-02,HR,Bachelor's,14.0,2,4484,0,0.46837093946396424,1
4355,Eve,39,37580.0,2026-12-03,HR,High School,11.0,3,1413,0,4.754774475134124,2
4356,Frank,42,77238.0,2026-12-04,IT ,PhD,8.0,3,8841,0,1.814121489445827,1
4357,Hank,37,79905.0,2026-12-05,Finance,PhD,10.0,3,9883,0,5.262077425305133,7
4358,Alice,31,81213.0,2026-12-06,IT,Master's,4.0,4,7148,1,1.7271547388235602,7
4359,Bob,40,64074.0,2026-12-07,Marketing,PhD,23.0,3,5309,0,0.7339306172852484,10
4360,David,41,74635.0,2026-12-08,HR,Bachelor's,6.0,2,6791,1,0.5626235259517255,5
4361,Eve,38,91359.0,2026-12-09,Finanace,Bachelor's,,2,$1919,0,4.086816728279212,10
4362,Frank,26,91206.0,2026-12-10,Marketing,PhD,0.0,1,1906,0,2.5662157696182617,6
4363,Bob,37,69562.0,2026-12-11,HR,PhD,24.0,3,4210,0,1.555580105603892,3
4364,Alice,46,72089.0,2026-12-12,IT ,PhD,0.0,4,3719,1,2.0325110785262357,2
4365,Alice,29,86663.0,2026-12-13,HR,PhD,2.0,3,5895,0,2.3931147574987994,10
4366,David,55,47487.0,2026-12-14,Finance,Master's,7.0,4,1792,0,0.8210079019108543,9
4367,David,29,65153.0,2026-12-15,Finance,Bachelor's,27.0,4,9767,0,1.4252442809508885,2
4368,Eve,35,90033.0,2026-12-16,Finanace,Bachelor's,10.0,3,6543,0,1.0376775589191682,1
4369,Frank,28,84628.0,2026-12-17,Marketing,High School,0.0,4,4725,0,1.475147389326526,9
4370,Charlie,37,75538.0,2026-12-18,Marketing,High School,13.0,4,9191,0,2.0828167207143573,8
4371,Grace,17,47412.0,2026-12-19,IT,High School,0.0,3,6161,0,0.5711490301022142,8
4372,Frank,29,69251.0,2026-12-20,Finanace,High School,5.0,3,2360,0,1.500226158814382,7
4373,Frank,24,61151.0,2026-12-21,Marketing,Bachelor's,20.0,4,3048,1,1.4608119221757272,9
4374,Frank,36,74965.0,2026-12-22,Finanace,Bachelor's,26.0,5,7252,0,1.0106329871228876,3
4375,Hank,44,57859.0,2026-12-23,Finanace,High School,5.0,3,7098,0,19.4995291075626,8
4376,Charlie,41,54614.0,2026-12-24,HR,Master's,2.0,3,4196,1,0.2294366013436272,1
4377,Bob,11,39027.0,2026-12-25,IT,Bachelor's,9.0,3,1205,0,3.0896479254653535,1
4378,Eve,55,88327.0,2026-12-26,Marketing,Bachelor's,11.0,2,4315,0,0.5750749414241064,6
4379,Grace,37,64003.0,2026-12-27,IT ,High School,9.0,4,7733,0,5.48883244060352,8
4380,Hank,27,72357.0,2026-12-28,Finance,High School,21.0,3,9814,0,7.367087701353631,8
4381,David,36,,2026-12-29,IT,Bachelor's,1.0,2,$2677,0,1.5398759011199097,10
4382,David,36,53988.0,2026-12-30,Finance,Bachelor's,23.0,3,4012,1,5.202936931388869,1
4383,David,28,51114.0,2026-12-31,Finance,PhD,27.0,1,8547,0,0.8626840366189452,1
4384,Alice,36,54920.0,2027-01-01,Finance,Bachelor's,21.0,3,2871,0,0.45270765777831823,9
4385,Bob,28,59152.0,2027-01-02,Finanace,Master's,12.0,2,9270,1,1.1388582122979636,9
4386,Hank,30,75499.0,2027-01-03,IT ,Master's,15.0,1,7558,1,1.2541651521543984,7
4387,David,28,58064.0,2027-01-04,IT ,PhD,12.0,4,5734,0,1.519293604124979,1
4388,David,20,96197.0,2027-01-05,Finanace,Master's,3.0,5,6789,1,1.4002297715168766,10
4389,Hank,36,85407.0,2027-01-06,IT ,PhD,3.0,3,7934,0,1.588723129287093,2
4390,Alice,40,82125.0,2027-01-07,Finance,PhD,29.0,3,4228,1,3.713968251364027,8
4391,Grace,40,68205.0,2027-01-08,IT ,Master's,10.0,3,3335,1,0.8454186389881294,8
4392,Frank,43,92714.0,2027-01-09,Finance,Bachelor's,22.0,3,2725,0,0.056250866636869665,5
4393,Bob,38,66729.0,2027-01-10,IT ,Master's,13.0,3,6737,0,2.018155138532497,2
4394,Hank,29,69531.0,2027-01-11,IT ,Bachelor's,2.0,3,6985,0,1.7842049647699998,3
4395,Hank,43,72549.0,2027-01-12,HR,Bachelor's,26.0,4,8216,0,0.18583363271864167,5
4396,Hank,21,80527.0,2027-01-13,Finanace,High School,18.0,2,1160,0,0.43092320457348,3
4397,Frank,25,79553.0,2027-01-14,Finanace,PhD,21.0,2,2425,1,2.139565384466464,10
4398,Frank,25,62873.0,2027-01-15,Finanace,High School,24.0,4,2733,0,0.8026610829665721,1
4399,Grace,45,62005.0,2027-01-16,Finanace,PhD,0.0,4,3522,0,6.301340916744428,6
4400,Hank,44,79598.0,2027-01-17,Finance,PhD,4.0,3,8166,1,0.5709129545129866,5
4401,Grace,39,80728.0,2027-01-18,HR,Master's,,3,€$1601,0,0.06098354906040427,3
4402,Frank,45,64099.0,2027-01-19,IT ,High School,0.0,3,5684,0,1.7802518158917695,9
4403,Hank,26,46192.0,2027-01-20,IT,High School,18.0,3,2520,0,12.841251326956622,10
4404,Eve,38,66890.0,2027-01-21,Marketing,High School,18.0,3,3390,0,3.0143211523173283,8
4405,Charlie,33,79352.0,2027-01-22,Finance,Master's,3.0,3,2117,0,1.3110053532100088,7
4406,Bob,43,97081.0,2027-01-23,IT,High School,18.0,3,8300,1,0.05103569012095621,2
4407,Frank,33,52030.0,2027-01-24,Marketing,High School,5.0,4,5721,0,1.990464798973167,10
4408,Bob,31,63601.0,2027-01-25,Marketing,High School,27.0,4,7141,0,0.6937766834619016,5
4409,Grace,40,64158.0,2027-01-26,Finanace,PhD,14.0,3,4080,0,3.1302771792474138,5
4410,David,43,90337.0,2027-01-27,Marketing,PhD,3.0,3,8939,0,2.624068278152923,6
4411,Bob,28,,2027-01-28,Finance,Bachelor's,23.0,3,5777,0,0.9245270188246058,6
4412,Charlie,34,56390.0,2027-01-29,IT,PhD,0.0,3,8265,0,0.21411015850918266,3
4413,Frank,24,78380.0,2027-01-30,HR,Bachelor's,23.0,3,4801,1,4.219726292567907,4
4414,Eve,10,63930.0,2027-01-31,Marketing,Master's,26.0,4,8057,0,2.641787054218989,1
4415,Alice,37,51634.0,2027-02-01,Marketing,Master's,16.0,4,8510,0,5.5378788386602995,1
4416,Frank,41,56608.0,2027-02-02,IT,PhD,10.0,4,9099,0,0.9025046404652097,5
4417,Bob,37,96010.0,2027-02-03,IT ,Bachelor's,16.0,4,7081,1,3.174099210549475,4
4418,Hank,15,75763.0,2027-02-04,Finanace,Master's,22.0,5,4627,0,0.3790051899510323,7
4419,David,31,71616.0,2027-02-05,IT,Bachelor's,0.0,4,5380,0,1.035128189048916,7
4420,Bob,12,66251.0,2027-02-06,Finance,PhD,8.0,5,6379,0,3.206046109856429,4
4421,Grace,48,74382.0,2027-02-07,HR,Bachelor's,13.0,2,$3542,0,5.2388897339447364,10
4422,Eve,24,74203.0,2027-02-08,Finance,Bachelor's,14.0,2,5450,0,1.161073319498305,2
4423,Frank,47,74382.0,2027-02-09,HR,Bachelor's,23.0,4,7960,1,4.811166185576224,10
4424,Charlie,44,71722.0,2027-02-10,IT,PhD,28.0,5,1199,1,3.3973058155941,4
4425,Alice,25,83031.0,2027-02-11,IT,Master's,0.0,3,7996,0,1.286238535757826,8
4426,Frank,23,70346.0,2027-02-12,Marketing,Master's,1.0,3,3183,0,6.272039876205085,2
4427,Frank,38,55330.0,2027-02-13,Finanace,PhD,17.0,3,6043,0,2.13533336895042,5
4428,Alice,26,60813.0,2027-02-14,IT,Bachelor's,17.0,4,5036,0,3.134476649265121,7
4429,Charlie,36,40314.0,2027-02-15,HR,High School,5.0,3,6012,0,2.0533434414699134,10
4430,Grace,30,100402.0,2027-02-16,IT ,Master's,19.0,4,8834,0,1.808383957012223,6
4431,Bob,17,82941.0,2027-02-17,Marketing,PhD,7.0,5,4493,0,5.651184515302142,9
4432,David,12,57548.0,2027-02-18,IT ,High School,0.0,4,4972,0,1.0474148837699588,2
4433,Frank,37,65772.0,2027-02-19,Finance,Master's,14.0,3,2852,0,0.11195075334163249,4
4434,Charlie,29,60446.0,2027-02-20,Finance,Bachelor's,9.0,3,9579,0,6.355361612521939,7
4435,Alice,29,93138.0,2027-02-21,HR,High School,29.0,3,2662,0,5.229318567014975,8
4436,Grace,41,48701.0,2027-02-22,IT,Bachelor's,3.0,3,8589,0,1.3697722344565748,5
4437,David,46,71717.0,2027-02-23,Finanace,Bachelor's,9.0,2,1212,0,0.6153625902813653,5
4438,Bob,32,68372.0,2027-02-24,IT ,Master's,10.0,4,5655,0,3.3767202743622624,4
4439,Bob,31,82402.0,2027-02-25,Finance,PhD,4.0,3,9749,1,0.24610701373617638,9
4440,Hank,40,68439.0,2027-02-26,IT ,PhD,8.0,4,4119,0,1.653665811801765,10
4441,Charlie,21,,2027-02-27,Marketing,Bachelor's,,5,$7645,0,0.2693222579508386,4
4442,Frank,37,66233.0,2027-02-28,Finance,Master's,28.0,1,3691,0,2.733235582094487,3
4443,Hank,40,55417.0,2027-03-01,IT,PhD,10.0,5,2994,0,0.08275615809819412,9
4444,Eve,41,71193.0,2027-03-02,Finanace,Master's,2.0,4,6048,0,2.9765878344172303,7
4445,Eve,15,91512.0,2027-03-03,Marketing,High School,26.0,3,1474,0,3.355271910812499,9
4446,Bob,27,43908.0,2027-03-04,HR,High School,3.0,3,9233,0,2.0032833012758893,4
4447,Alice,26,57996.0,2027-03-05,Finance,PhD,9.0,3,4992,0,0.5771423300520729,3
4448,Charlie,35,61709.0,2027-03-06,IT ,Master's,6.0,3,5823,0,0.3207316110521993,10
4449,Bob,39,64275.0,2027-03-07,IT,Bachelor's,0.0,4,4517,0,1.1275398614061218,8
4450,Grace,49,81101.0,2027-03-08,Marketing,High School,26.0,2,3268,0,1.8776247712054168,4
4451,Charlie,30,67396.0,2027-03-09,Finanace,High School,5.0,4,€1939,0,3.083413057720649,10
4452,Bob,30,76237.0,2027-03-10,Finanace,PhD,7.0,3,5438,1,0.0037527287392740702,3
4453,Bob,46,60613.0,2027-03-11,IT ,Bachelor's,16.0,1,7298,0,3.724649367471085,4
4454,Bob,37,73448.0,2027-03-12,Finance,High School,23.0,4,3985,1,3.7418095373867692,2
4455,Grace,47,81666.0,2027-03-13,HR,PhD,6.0,4,5989,0,1.763864192132657,4
4456,Eve,37,59015.0,2027-03-14,IT,PhD,0.0,3,7028,0,1.2620702724578718,7
4457,Grace,23,81720.0,2027-03-15,Finanace,High School,8.0,2,9422,0,5.5413452891473645,3
4458,Hank,21,70785.0,2027-03-16,Finance,PhD,10.0,4,3499,0,4.605601202876409,1
4459,Eve,19,85681.0,2027-03-17,Marketing,Bachelor's,18.0,4,8620,1,12.272747275073517,10
4460,Bob,41,66978.0,2027-03-18,HR,Master's,1.0,2,5304,0,1.39531480800692,8
4461,Frank,46,75718.0,2027-03-19,IT ,Master's,22.0,3,$3903,0,7.120072368061583,6
4462,Eve,53,69390.0,2027-03-20,IT ,PhD,10.0,3,8763,0,0.2743790309895187,3
4463,Hank,43,68556.0,2027-03-21,Marketing,Bachelor's,2.0,2,8964,0,1.5903620775547567,8
4464,David,46,73883.0,2027-03-22,IT ,High School,16.0,4,3074,0,1.8785641922467984,6
4465,Bob,29,78052.0,2027-03-23,HR,Bachelor's,9.0,4,8825,1,1.7441429827611579,1
4466,Eve,23,51256.0,2027-03-24,IT,High School,28.0,4,3065,0,2.9432733693391153,9
4467,Alice,43,91504.0,2027-03-25,IT,High School,2.0,3,9821,0,0.5597400533628872,9
4468,Frank,39,42105.0,2027-03-26,IT,Master's,21.0,4,4208,0,6.039886803240912,9
4469,Frank,36,59727.0,2027-03-27,IT,High School,2.0,3,5674,1,2.407306322751262,6
4470,Eve,38,68585.0,2027-03-28,HR,Bachelor's,20.0,5,1122,1,7.036776795244651,6
4471,Charlie,38,,2027-03-29,Finanace,PhD,24.0,2,1956,0,0.007905338651469225,4
4472,Hank,47,93642.0,2027-03-30,IT ,Master's,6.0,3,6096,1,2.9826604453066303,8
4473,David,47,42125.0,2027-03-31,IT,Bachelor's,1.0,4,1986,0,1.5954218565102198,9
4474,Bob,40,62384.0,2027-04-01,HR,Bachelor's,0.0,3,5433,0,2.110192983562364,7
4475,Eve,43,38097.0,2027-04-02,IT,PhD,6.0,4,1990,0,4.085443488464777,7
4476,Hank,40,70474.0,2027-04-03,IT ,Master's,19.0,4,8925,0,0.7730176817413249,2
4477,Hank,30,74075.0,2027-04-04,IT,Bachelor's,10.0,1,6556,0,0.6878600272264446,2
4478,David,42,93861.0,2027-04-05,Marketing,Bachelor's,22.0,4,7825,0,3.6421483886194785,10
4479,Charlie,21,71809.0,2027-04-06,IT,Bachelor's,5.0,3,5709,0,2.2104556855904303,2
4480,Frank,45,85660.0,2027-04-07,Finanace,High School,22.0,2,8973,0,0.7983062065289992,4
4481,Eve,23,78757.0,2027-04-08,Finance,High School,,5,$4580,0,1.9850538835593217,9
4482,Charlie,37,63471.0,2027-04-09,Marketing,PhD,18.0,4,3802,1,1.846106119601402,5
4483,Frank,26,48865.0,2027-04-10,IT ,High School,27.0,3,3204,0,3.527559941465144,2
4484,Grace,40,74125.0,2027-04-11,Finance,High School,20.0,3,1871,0,0.007993951948769736,4
4485,Hank,34,47618.0,2027-04-12,IT,PhD,18.0,3,3824,0,2.6511821524255437,7
4486,Frank,19,89428.0,2027-04-13,HR,High School,13.0,4,7095,1,2.7917634788223964,5
4487,Frank,39,67569.0,2027-04-14,IT,Bachelor's,2.0,5,4403,0,4.105482826693534,8
4488,Alice,29,87927.0,2027-04-15,IT,Bachelor's,3.0,3,7153,0,6.600910520092199,1
4489,Hank,43,62796.0,2027-04-16,HR,PhD,7.0,4,6550,0,1.7404724283425788,5
4490,Frank,35,74032.0,2027-04-17,Finance,PhD,17.0,3,4882,1,1.258023824425335,4
4491,David,38,73140.0,2027-04-18,Marketing,PhD,3.0,3,4207,0,0.32382612649998244,3
4492,Alice,25,69324.0,2027-04-19,IT,Bachelor's,10.0,5,4097,0,1.2321981750396123,7
4493,Alice,29,63510.0,2027-04-20,Finanace,Master's,15.0,3,4078,0,0.2128278773549541,10
4494,Charlie,30,75886.0,2027-04-21,Finance,Bachelor's,2.0,3,3638,1,4.870917909680009,1
4495,Grace,43,56107.0,2027-04-22,Finanace,PhD,6.0,4,6551,0,4.93529083412433,6
4496,David,51,51858.0,2027-04-23,Finance,PhD,1.0,3,3946,0,1.619927463561675,8
4497,Charlie,26,88642.0,2027-04-24,IT ,PhD,0.0,3,4471,0,0.9018611735546993,2
4498,Bob,45,80907.0,2027-04-25,IT,PhD,25.0,5,5302,0,0.37675795355442765,6
4499,Grace,13,70988.0,2027-04-26,Finanace,Bachelor's,0.0,4,2624,0,5.7162058783004195,1
4500,Alice,23,94977.0,2027-04-27,Finanace,PhD,5.0,4,2482,1,6.298817117842615,6
4501,Hank,25,,2027-04-28,Marketing,Master's,18.0,3,€$1258,1,0.9289226955504277,6
4502,Frank,21,89840.0,2027-04-29,Marketing,High School,6.0,3,1453,0,2.9166834427732837,5
4503,Alice,19,72633.0,2027-04-30,Finanace,Bachelor's,23.0,5,9990,0,0.8978621217941936,7
4504,Alice,39,54628.0,2027-05-01,IT ,PhD,4.0,3,5470,0,0.7651669585231504,5
4505,Frank,32,97720.0,2027-05-02,IT,Master's,20.0,2,3511,0,0.06430851734667573,8
4506,Hank,38,84860.0,2027-05-03,HR,High School,27.0,3,5170,0,2.5822801340895776,2
4507,Bob,41,68184.0,2027-05-04,Finanace,PhD,17.0,3,9433,0,0.4873504774189089,6
4508,David,37,80907.0,2027-05-05,Finance,Master's,23.0,2,6136,0,0.037345028954208576,5
4509,Grace,41,63944.0,2027-05-06,Finanace,PhD,25.0,4,2712,0,0.3322958331080852,10
4510,Alice,34,82437.0,2027-05-07,IT ,Bachelor's,12.0,5,8426,1,1.129623757299993,2
4511,Frank,23,34133.0,2027-05-08,IT,Bachelor's,0.0,4,3002,0,3.3183901399969846,7
4512,Frank,45,54702.0,2027-05-09,Marketing,PhD,9.0,4,9151,1,0.6792832652324677,4
4513,Frank,29,84688.0,2027-05-10,HR,PhD,8.0,4,7254,1,6.556822145417724,6
4514,Hank,25,66255.0,2027-05-11,IT ,PhD,16.0,4,4327,1,1.0210907177818787,5
4515,Eve,33,73113.0,2027-05-12,Marketing,PhD,0.0,1,9688,0,1.2069285789989925,4
4516,Eve,25,49798.0,2027-05-13,IT,PhD,0.0,2,9035,0,0.7376140716465422,2
4517,Frank,30,97718.0,2027-05-14,HR,PhD,6.0,2,4111,0,0.8783063116648075,7
4518,Frank,38,87857.0,2027-05-15,IT ,High School,3.0,1,6241,1,0.23108090107975576,5
4519,Charlie,38,66989.0,2027-05-16,HR,PhD,27.0,3,9918,0,1.0476963265404988,3
4520,Eve,26,63929.0,2027-05-17,Marketing,Master's,22.0,3,2831,1,5.890152453759252,6
4521,Alice,30,85444.0,2027-05-18,HR,Master's,,3,$2821,0,3.4983411821398365,8
4522,Charlie,45,99737.0,2027-05-19,Marketing,PhD,11.0,2,2816,0,6.244768433306237,10
4523,Hank,39,84306.0,2027-05-20,IT ,Master's,15.0,3,1091,0,0.3323221418401555,10
4524,Eve,55,102577.0,2027-05-21,Marketing,High School,13.0,3,4432,1,1.8243046728300818,2
4525,Charlie,46,56164.0,2027-05-22,HR,Master's,22.0,4,2969,0,0.7811926038698942,10
4526,Grace,46,57709.0,2027-05-23,Finanace,Bachelor's,9.0,1,3384,0,3.8319495656253024,4
4527,Eve,21,52165.0,2027-05-24,Marketing,Master's,13.0,4,4679,0,10.543550933401157,3
4528,David,42,76626.0,2027-05-25,Finanace,High School,6.0,5,1602,0,5.068033422694898,7
4529,Hank,34,72634.0,2027-05-26,Finance,PhD,3.0,4,1427,0,0.10774642469200765,10
4530,Alice,29,67720.0,2027-05-27,IT,High School,1.0,4,9198,0,1.1422868778305562,8
4531,Alice,36,,2027-05-28,Finance,High School,23.0,5,7263,0,0.0869881253548737,8
4532,David,44,88484.0,2027-05-29,HR,Master's,17.0,3,3434,0,0.1229878005996344,4
4533,Frank,40,47115.0,2027-05-30,HR,Bachelor's,15.0,5,2373,1,0.24856471311812128,10
4534,David,26,61045.0,2027-05-31,IT ,Bachelor's,8.0,4,9832,1,0.9702466437949553,2
4535,Hank,42,82302.0,2027-06-01,Finance,High School,4.0,4,6162,0,1.0880909817203173,6
4536,Frank,28,62983.0,2027-06-02,IT ,High School,8.0,3,7840,0,1.5347452948805504,3
4537,Frank,37,58026.0,2027-06-03,Finance,Master's,24.0,3,4811,0,1.557234217566065,8
4538,Alice,31,85278.0,2027-06-04,IT,Bachelor's,29.0,4,4306,1,4.427462850854012,3
4539,Frank,32,50657.0,2027-06-05,Marketing,Bachelor's,7.0,4,9637,0,0.4573677028560455,2
4540,Eve,42,65476.0,2027-06-06,Finanace,Bachelor's,23.0,4,9704,0,0.5150017648203008,9
4541,Eve,24,74929.0,2027-06-07,IT,High School,19.0,2,$7356,0,2.955227182986722,9
4542,Grace,54,61392.0,2027-06-08,HR,Bachelor's,15.0,3,2401,0,2.544089449953005,9
4543,Hank,16,81747.0,2027-06-09,Finance,PhD,29.0,3,1545,0,0.5017244442809276,3
4544,Bob,29,61466.0,2027-06-10,Finanace,Master's,19.0,3,3533,1,5.736993813434196,2
4545,Eve,38,91129.0,2027-06-11,HR,PhD,29.0,2,3009,0,1.197224074608675,4
4546,Alice,40,68113.0,2027-06-12,HR,PhD,17.0,2,6901,0,1.371699828270149,2
4547,Eve,33,80069.0,2027-06-13,HR,Master's,3.0,3,5085,0,1.63656219913047,8
4548,Hank,34,81190.0,2027-06-14,Marketing,Master's,15.0,3,3215,1,1.1689312044562246,10
4549,David,39,60586.0,2027-06-15,Marketing,High School,3.0,2,5985,0,2.445639728723101,1
4550,Hank,32,39197.0,2027-06-16,IT ,PhD,5.0,5,3184,0,1.476245784340801,2
4551,Bob,48,75411.0,2027-06-17,IT,High School,2.0,4,€2275,0,0.9010245016109435,6
4552,David,43,71084.0,2027-06-18,Finance,Bachelor's,17.0,4,6168,1,7.0450977023555055,9
4553,Grace,43,78337.0,2027-06-19,Finance,Bachelor's,14.0,2,4523,0,1.1060289053094676,10
4554,Charlie,25,66602.0,2027-06-20,IT ,Bachelor's,7.0,4,9707,0,3.596845596128359,5
4555,Grace,34,63543.0,2027-06-21,HR,Bachelor's,17.0,3,5783,0,1.2795764540565422,5
4556,Frank,31,100127.0,2027-06-22,Finanace,Master's,23.0,5,2019,1,1.7139569428805785,3
4557,Hank,24,47914.0,2027-06-23,IT,PhD,22.0,4,8598,0,0.8073407108944963,8
4558,David,38,81009.0,2027-06-24,HR,High School,2.0,4,2049,0,4.18696958190097,6
4559,David,29,61380.0,2027-06-25,IT,PhD,5.0,4,3340,0,4.009123094082704,10
4560,Charlie,41,64963.0,2027-06-26,IT,PhD,21.0,2,8573,0,0.06747294723297476,2
4561,Hank,24,,2027-06-27,Finance,Bachelor's,,1,$3278,0,0.1862455526378231,5
4562,Frank,52,57948.0,2027-06-28,Marketing,High School,29.0,4,3985,1,7.667653438738958,4
4563,Hank,26,78568.0,2027-06-29,Finanace,High School,20.0,2,6705,0,6.589999074930335,10
4564,Charlie,37,90859.0,2027-06-30,Finance,Bachelor's,28.0,2,2144,1,2.116188842919216,9
4565,Charlie,42,77050.0,2027-07-01,IT ,Master's,23.0,4,8630,0,2.0398483148283484,4
4566,Bob,29,71550.0,2027-07-02,IT,Bachelor's,14.0,3,1705,1,5.0207163361026055,8
4567,Eve,43,55203.0,2027-07-03,HR,High School,26.0,4,3424,0,0.4470670706464114,1
4568,Eve,22,77752.0,2027-07-04,Finanace,PhD,11.0,5,2934,0,3.1813418709431165,5
4569,Eve,49,102345.0,2027-07-05,IT ,Master's,4.0,3,3484,0,1.9386934257573065,9
4570,Grace,35,64289.0,2027-07-06,IT,High School,6.0,3,7996,0,4.079904228451287,3
4571,David,29,64360.0,2027-07-07,Finanace,High School,21.0,2,2745,0,0.0916955505741094,6
4572,Grace,32,61583.0,2027-07-08,Marketing,Master's,26.0,2,6764,0,2.6948039873756455,10
4573,Alice,43,62658.0,2027-07-09,Finance,PhD,14.0,2,3546,0,2.440716562157082,6
4574,Hank,29,28820.0,2027-07-10,IT,Master's,6.0,2,6628,0,5.513692888447336,6
4575,Grace,27,76075.0,2027-07-11,HR,PhD,12.0,3,1777,1,3.3887887963008696,4
4576,Frank,32,57316.0,2027-07-12,IT,High School,24.0,3,4114,0,6.364802249506509,7
4577,Frank,23,45846.0,2027-07-13,HR,Master's,2.0,4,3936,1,6.5483674974927855,3
4578,Eve,53,81297.0,2027-07-14,IT,High School,25.0,4,5110,1,1.5735771330733446,6
4579,David,29,53769.0,2027-07-15,Marketing,PhD,22.0,4,2345,0,0.44353129898352905,10
4580,Hank,43,64919.0,2027-07-16,IT ,Bachelor's,12.0,3,3041,0,2.9850576141534892,5
4581,David,37,91996.0,2027-07-17,IT,Master's,25.0,2,$3674,0,6.208380922827629,3
4582,David,25,48861.0,2027-07-18,Marketing,PhD,2.0,4,8504,0,0.23373331210000192,2
4583,David,34,47011.0,2027-07-19,Finanace,Bachelor's,28.0,3,1689,0,2.448815464989909,1
4584,Frank,42,74039.0,2027-07-20,IT,High School,1.0,2,8056,0,0.366501297380082,8
4585,David,33,87242.0,2027-07-21,IT,PhD,27.0,4,1119,0,0.08210123200234619,1
4586,Charlie,46,46384.0,2027-07-22,Marketing,Bachelor's,22.0,3,7169,0,3.414886239037107,5
4587,Charlie,45,76115.0,2027-07-23,IT,Master's,3.0,3,6832,0,3.4356932680552275,5
4588,Frank,44,78714.0,2027-07-24,Finanace,Master's,16.0,4,2613,1,2.753811597145667,1
4589,Frank,30,39112.0,2027-07-25,Marketing,PhD,5.0,5,8623,0,5.881730423714596,9
4590,Eve,24,81977.0,2027-07-26,Finanace,High School,10.0,3,4033,0,0.2530041448492507,5
4591,Alice,28,,2027-07-27,IT,High School,5.0,3,3936,0,0.33366719457164157,9
4592,David,36,65323.0,2027-07-28,HR,Master's,21.0,4,6659,0,5.9971356233168045,6
4593,Frank,40,88785.0,2027-07-29,Finance,High School,1.0,4,6067,0,2.0991665652016875,7
4594,Charlie,13,87046.0,2027-07-30,Marketing,PhD,16.0,2,5802,0,0.9567043304380034,7
4595,David,34,71546.0,2027-07-31,IT ,Bachelor's,2.0,4,4158,0,4.02003032220089,2
4596,Grace,36,63228.0,2027-08-01,Finance,Bachelor's,11.0,5,5490,0,6.744396480800896,5
4597,Eve,32,55407.0,2027-08-02,Finanace,Master's,13.0,3,1455,0,3.509712233169586,2
4598,Bob,47,69436.0,2027-08-03,Marketing,PhD,1.0,5,8643,0,4.709679592033748,4
4599,Alice,39,78546.0,2027-08-04,IT ,Bachelor's,21.0,5,5620,0,0.9959354548137245,3
4600,Grace,48,65137.0,2027-08-05,HR,High School,28.0,3,9867,0,1.0223008466535175,6
4601,Hank,32,37037.0,2027-08-06,HR,Master's,,4,€$6099,0,5.988035079943257,5
4602,Frank,44,89030.0,2027-08-07,Finance,Master's,21.0,3,1059,1,2.862467312617797,1
4603,Frank,51,72853.0,2027-08-08,IT ,Bachelor's,28.0,4,7199,0,0.8003568040930701,2
